"service_id","date","exception_type"
"5_669_20251231","20260325","1"
"5_668_20251231","20260326","2"
"5_669_20251231","20260326","1"
"5_668_20251231","20260327","2"
"5_669_20251231","20260327","1"
"5_670_20251231","20260328","2"
"5_671_20251231","20260328","1"
"5_668_20251231","20260330","2"
"5_669_20251231","20260330","1"
"5_668_20251231","20260331","2"
"5_669_20251231","20260331","1"
"5_702_20260401","20260401","2"
"5_703_20260401","20260401","1"
"5_702_20260401","20260402","2"
"5_703_20260401","20260402","1"
"5_702_20260401","20260403","2"
"5_703_20260401","20260403","1"
"5_704_20260401","20260404","2"
"5_705_20260401","20260404","1"
"5_702_20260401","20260407","2"
"5_703_20260401","20260407","1"
"5_704_20260401","20260411","2"
"5_705_20260401","20260411","1"
"5_704_20260401","20260425","2"
"5_705_20260401","20260425","1"
"5_702_20260401","20260429","2"
"5_706_20260401","20260429","1"
"5_702_20260401","20260504","2"
"5_706_20260401","20260504","1"
"5_702_20260401","20260505","2"
"5_706_20260401","20260505","1"
"5_702_20260401","20260506","2"
"5_706_20260401","20260506","1"
"5_704_20260401","20260523","2"
"5_705_20260401","20260523","1"
"5_704_20260401","20260613","2"
"5_705_20260401","20260613","1"
"5_704_20260401","20260627","2"
"5_705_20260401","20260627","1"
