"fare_id","price","currency_type","payment_method","transfers","transfer_duration"
"1_163_220_20260401","220","JPY","0","0",
"1_163_230_20260401","230","JPY","0","0",
"1_163_240_20260401","240","JPY","0","0",
"1_163_250_20260401","250","JPY","0","0",
"1_163_260_20260401","260","JPY","0","0",
"1_163_270_20260401","270","JPY","0","0",
"1_163_280_20260401","280","JPY","0","0",
"1_163_290_20260401","290","JPY","0","0",
"1_163_310_20260401","310","JPY","0","0",
"1_163_360_20260401","360","JPY","0","0",
"1_163_370_20260401","370","JPY","0","0",
"1_163_380_20260401","380","JPY","0","0",
"1_163_400_20260401","400","JPY","0","0",
"1_163_410_20260401","410","JPY","0","0",
"1_163_420_20260401","420","JPY","0","0",
"1_163_450_20260401","450","JPY","0","0",
