"fare_id","price","currency_type","payment_method","transfers","transfer_duration"
"1_34_700_20260401","700","JPY","0","0",
"1_34_710_20260401","710","JPY","0","0",
"1_34_720_20260401","720","JPY","0","0",
"1_34_730_20260401","730","JPY","0","0",
"1_34_740_20260401","740","JPY","0","0",
"1_34_750_20260401","750","JPY","0","0",
"1_34_760_20260401","760","JPY","0","0",
"1_34_780_20260401","780","JPY","0","0",
"1_34_790_20260401","790","JPY","0","0",
"1_34_800_20260401","800","JPY","0","0",
"1_34_810_20260401","810","JPY","0","0",
"1_34_820_20260401","820","JPY","0","0",
"1_34_830_20260401","830","JPY","0","0",
"1_34_840_20260401","840","JPY","0","0",
"1_34_850_20260401","850","JPY","0","0",
"1_34_860_20260401","860","JPY","0","0",
"1_34_870_20260401","870","JPY","0","0",
"1_34_880_20260401","880","JPY","0","0",
"1_34_890_20260401","890","JPY","0","0",
"1_34_900_20260401","900","JPY","0","0",
"1_34_910_20260401","910","JPY","0","0",
"1_34_920_20260401","920","JPY","0","0",
"1_34_930_20260401","930","JPY","0","0",
"1_34_940_20260401","940","JPY","0","0",
"1_34_950_20260401","950","JPY","0","0",
"1_34_960_20260401","960","JPY","0","0",
"1_34_970_20260401","970","JPY","0","0",
"1_34_980_20260401","980","JPY","0","0",
"1_34_1000_20260401","1000","JPY","0","0",
"1_34_1010_20260401","1010","JPY","0","0",
"1_34_1020_20260401","1020","JPY","0","0",
"1_34_1030_20260401","1030","JPY","0","0",
"1_34_1040_20260401","1040","JPY","0","0",
"1_34_1050_20260401","1050","JPY","0","0",
"1_34_1060_20260401","1060","JPY","0","0",
"1_34_1070_20260401","1070","JPY","0","0",
"1_34_1080_20260401","1080","JPY","0","0",
"1_34_1090_20260401","1090","JPY","0","0",
"1_34_1100_20260401","1100","JPY","0","0",
"1_34_1110_20260401","1110","JPY","0","0",
"1_34_1120_20260401","1120","JPY","0","0",
"1_34_1130_20260401","1130","JPY","0","0",
"1_34_1140_20260401","1140","JPY","0","0",
"1_34_1150_20260401","1150","JPY","0","0",
"1_34_1160_20260401","1160","JPY","0","0",
"1_34_1170_20260401","1170","JPY","0","0",
"1_34_1180_20260401","1180","JPY","0","0",
"1_34_1190_20260401","1190","JPY","0","0",
"1_34_1210_20260401","1210","JPY","0","0",
"1_34_1220_20260401","1220","JPY","0","0",
"1_34_1230_20260401","1230","JPY","0","0",
"1_34_1240_20260401","1240","JPY","0","0",
"1_34_1250_20260401","1250","JPY","0","0",
"1_34_1260_20260401","1260","JPY","0","0",
"1_34_1270_20260401","1270","JPY","0","0",
"1_34_1280_20260401","1280","JPY","0","0",
"1_34_1290_20260401","1290","JPY","0","0",
"1_34_1300_20260401","1300","JPY","0","0",
"1_34_1310_20260401","1310","JPY","0","0",
"1_34_1320_20260401","1320","JPY","0","0",
"1_34_1330_20260401","1330","JPY","0","0",
"1_34_1340_20260401","1340","JPY","0","0",
"1_34_1350_20260401","1350","JPY","0","0",
"1_34_1360_20260401","1360","JPY","0","0",
"1_34_1370_20260401","1370","JPY","0","0",
"1_34_1380_20260401","1380","JPY","0","0",
"1_34_1390_20260401","1390","JPY","0","0",
"1_34_1410_20260401","1410","JPY","0","0",
"1_34_1420_20260401","1420","JPY","0","0",
"1_34_1430_20260401","1430","JPY","0","0",
"1_34_1440_20260401","1440","JPY","0","0",
"1_34_1450_20260401","1450","JPY","0","0",
"1_34_1460_20260401","1460","JPY","0","0",
"1_34_1470_20260401","1470","JPY","0","0",
"1_34_1480_20260401","1480","JPY","0","0",
"1_34_1490_20260401","1490","JPY","0","0",
"1_34_1500_20260401","1500","JPY","0","0",
"1_34_1520_20260401","1520","JPY","0","0",
"1_34_1530_20260401","1530","JPY","0","0",
"1_34_1540_20260401","1540","JPY","0","0",
"1_34_1550_20260401","1550","JPY","0","0",
"1_34_1560_20260401","1560","JPY","0","0",
"1_34_1570_20260401","1570","JPY","0","0",
"1_34_1580_20260401","1580","JPY","0","0",
"1_34_1590_20260401","1590","JPY","0","0",
"1_34_1600_20260401","1600","JPY","0","0",
"1_34_1610_20260401","1610","JPY","0","0",
"1_34_1620_20260401","1620","JPY","0","0",
"1_34_1630_20260401","1630","JPY","0","0",
"1_34_1640_20260401","1640","JPY","0","0",
"1_34_1650_20260401","1650","JPY","0","0",
"1_34_1660_20260401","1660","JPY","0","0",
"1_34_1680_20260401","1680","JPY","0","0",
"1_34_1690_20260401","1690","JPY","0","0",
"1_34_1700_20260401","1700","JPY","0","0",
"1_34_1710_20260401","1710","JPY","0","0",
"1_34_1740_20260401","1740","JPY","0","0",
"1_34_1750_20260401","1750","JPY","0","0",
"1_34_1760_20260401","1760","JPY","0","0",
"1_34_1780_20260401","1780","JPY","0","0",
"1_34_1790_20260401","1790","JPY","0","0",
"1_34_1800_20260401","1800","JPY","0","0",
"1_34_1810_20260401","1810","JPY","0","0",
"1_34_1820_20260401","1820","JPY","0","0",
"1_34_1840_20260401","1840","JPY","0","0",
"1_34_1850_20260401","1850","JPY","0","0",
"1_41_190_20260401","190","JPY","0","0",
"1_41_210_20260401","210","JPY","0","0",
"1_41_220_20260401","220","JPY","0","0",
"1_41_230_20260401","230","JPY","0","0",
"1_41_240_20260401","240","JPY","0","0",
"1_41_250_20260401","250","JPY","0","0",
"1_41_260_20260401","260","JPY","0","0",
"1_41_270_20260401","270","JPY","0","0",
"1_41_280_20260401","280","JPY","0","0",
"1_41_290_20260401","290","JPY","0","0",
"1_41_300_20260401","300","JPY","0","0",
"1_41_310_20260401","310","JPY","0","0",
"1_41_320_20260401","320","JPY","0","0",
"1_41_330_20260401","330","JPY","0","0",
"1_41_340_20260401","340","JPY","0","0",
"1_41_350_20260401","350","JPY","0","0",
"1_41_360_20260401","360","JPY","0","0",
"1_41_370_20260401","370","JPY","0","0",
"1_41_380_20260401","380","JPY","0","0",
"1_41_390_20260401","390","JPY","0","0",
"1_41_400_20260401","400","JPY","0","0",
"1_41_410_20260401","410","JPY","0","0",
"1_41_420_20260401","420","JPY","0","0",
"1_41_430_20260401","430","JPY","0","0",
"1_41_440_20260401","440","JPY","0","0",
"1_41_450_20260401","450","JPY","0","0",
"1_41_460_20260401","460","JPY","0","0",
"1_41_470_20260401","470","JPY","0","0",
"1_41_480_20260401","480","JPY","0","0",
"1_41_490_20260401","490","JPY","0","0",
"1_41_500_20260401","500","JPY","0","0",
"1_41_510_20260401","510","JPY","0","0",
"1_41_520_20260401","520","JPY","0","0",
"1_41_530_20260401","530","JPY","0","0",
"1_41_540_20260401","540","JPY","0","0",
"1_41_550_20260401","550","JPY","0","0",
"1_41_570_20260401","570","JPY","0","0",
"1_41_580_20260401","580","JPY","0","0",
"1_41_590_20260401","590","JPY","0","0",
"1_41_600_20260401","600","JPY","0","0",
"1_41_610_20260401","610","JPY","0","0",
"1_41_620_20260401","620","JPY","0","0",
"1_41_630_20260401","630","JPY","0","0",
"1_41_640_20260401","640","JPY","0","0",
"1_41_650_20260401","650","JPY","0","0",
"1_41_660_20260401","660","JPY","0","0",
"1_41_670_20260401","670","JPY","0","0",
"1_41_680_20260401","680","JPY","0","0",
"1_41_690_20260401","690","JPY","0","0",
"1_41_700_20260401","700","JPY","0","0",
"1_41_710_20260401","710","JPY","0","0",
"1_41_720_20260401","720","JPY","0","0",
"1_41_730_20260401","730","JPY","0","0",
"1_41_740_20260401","740","JPY","0","0",
"1_41_750_20260401","750","JPY","0","0",
"1_41_780_20260401","780","JPY","0","0",
"1_41_790_20260401","790","JPY","0","0",
"1_41_800_20260401","800","JPY","0","0",
"1_41_810_20260401","810","JPY","0","0",
"1_41_820_20260401","820","JPY","0","0",
"1_41_830_20260401","830","JPY","0","0",
"1_41_840_20260401","840","JPY","0","0",
"1_41_850_20260401","850","JPY","0","0",
"1_41_860_20260401","860","JPY","0","0",
"1_41_870_20260401","870","JPY","0","0",
"1_41_880_20260401","880","JPY","0","0",
"1_41_890_20260401","890","JPY","0","0",
"1_41_900_20260401","900","JPY","0","0",
"1_41_910_20260401","910","JPY","0","0",
"1_41_920_20260401","920","JPY","0","0",
"1_41_930_20260401","930","JPY","0","0",
"1_41_940_20260401","940","JPY","0","0",
"1_41_950_20260401","950","JPY","0","0",
"1_41_960_20260401","960","JPY","0","0",
"1_41_970_20260401","970","JPY","0","0",
"1_41_990_20260401","990","JPY","0","0",
"1_41_1000_20260401","1000","JPY","0","0",
"1_41_1010_20260401","1010","JPY","0","0",
"1_47_190_20260401","190","JPY","0","0",
"1_47_210_20260401","210","JPY","0","0",
"1_47_220_20260401","220","JPY","0","0",
"1_47_230_20260401","230","JPY","0","0",
"1_47_240_20260401","240","JPY","0","0",
"1_47_250_20260401","250","JPY","0","0",
"1_47_260_20260401","260","JPY","0","0",
"1_47_270_20260401","270","JPY","0","0",
"1_47_280_20260401","280","JPY","0","0",
"1_47_290_20260401","290","JPY","0","0",
"1_47_300_20260401","300","JPY","0","0",
"1_47_310_20260401","310","JPY","0","0",
"1_47_320_20260401","320","JPY","0","0",
"1_47_330_20260401","330","JPY","0","0",
"1_47_340_20260401","340","JPY","0","0",
"1_47_350_20260401","350","JPY","0","0",
"1_47_360_20260401","360","JPY","0","0",
"1_47_370_20260401","370","JPY","0","0",
"1_47_380_20260401","380","JPY","0","0",
"1_47_390_20260401","390","JPY","0","0",
"1_47_400_20260401","400","JPY","0","0",
"1_47_410_20260401","410","JPY","0","0",
"1_47_420_20260401","420","JPY","0","0",
"1_47_430_20260401","430","JPY","0","0",
"1_47_440_20260401","440","JPY","0","0",
"1_47_450_20260401","450","JPY","0","0",
"1_47_460_20260401","460","JPY","0","0",
"1_47_470_20260401","470","JPY","0","0",
"1_47_480_20260401","480","JPY","0","0",
"1_47_490_20260401","490","JPY","0","0",
"1_47_500_20260401","500","JPY","0","0",
"1_47_510_20260401","510","JPY","0","0",
"1_47_520_20260401","520","JPY","0","0",
"1_47_530_20260401","530","JPY","0","0",
"1_47_540_20260401","540","JPY","0","0",
"1_47_550_20260401","550","JPY","0","0",
"1_47_570_20260401","570","JPY","0","0",
"1_47_580_20260401","580","JPY","0","0",
"1_47_590_20260401","590","JPY","0","0",
"1_47_600_20260401","600","JPY","0","0",
"1_47_610_20260401","610","JPY","0","0",
"1_47_620_20260401","620","JPY","0","0",
"1_47_630_20260401","630","JPY","0","0",
"1_47_640_20260401","640","JPY","0","0",
"1_47_650_20260401","650","JPY","0","0",
"1_47_660_20260401","660","JPY","0","0",
"1_47_670_20260401","670","JPY","0","0",
"1_47_680_20260401","680","JPY","0","0",
"1_47_690_20260401","690","JPY","0","0",
"1_47_700_20260401","700","JPY","0","0",
"1_47_710_20260401","710","JPY","0","0",
"1_47_720_20260401","720","JPY","0","0",
"1_47_730_20260401","730","JPY","0","0",
"1_47_740_20260401","740","JPY","0","0",
"1_47_750_20260401","750","JPY","0","0",
"1_47_760_20260401","760","JPY","0","0",
"1_47_770_20260401","770","JPY","0","0",
"1_47_780_20260401","780","JPY","0","0",
"1_47_790_20260401","790","JPY","0","0",
"1_47_800_20260401","800","JPY","0","0",
"1_47_810_20260401","810","JPY","0","0",
"1_47_820_20260401","820","JPY","0","0",
"1_47_830_20260401","830","JPY","0","0",
"1_47_840_20260401","840","JPY","0","0",
"1_47_850_20260401","850","JPY","0","0",
"1_47_860_20260401","860","JPY","0","0",
"1_47_870_20260401","870","JPY","0","0",
"1_47_880_20260401","880","JPY","0","0",
"1_47_890_20260401","890","JPY","0","0",
"1_47_900_20260401","900","JPY","0","0",
"1_47_910_20260401","910","JPY","0","0",
"1_47_920_20260401","920","JPY","0","0",
"1_47_930_20260401","930","JPY","0","0",
"1_47_940_20260401","940","JPY","0","0",
"1_47_950_20260401","950","JPY","0","0",
"1_47_960_20260401","960","JPY","0","0",
"1_47_970_20260401","970","JPY","0","0",
"1_47_980_20260401","980","JPY","0","0",
"1_47_1000_20260401","1000","JPY","0","0",
"1_47_1010_20260401","1010","JPY","0","0",
"1_47_1020_20260401","1020","JPY","0","0",
"1_47_1040_20260401","1040","JPY","0","0",
"1_47_1050_20260401","1050","JPY","0","0",
"1_47_1060_20260401","1060","JPY","0","0",
"1_49_190_20260401","190","JPY","0","0",
"1_49_210_20260401","210","JPY","0","0",
"1_49_220_20260401","220","JPY","0","0",
"1_49_230_20260401","230","JPY","0","0",
"1_49_240_20260401","240","JPY","0","0",
"1_49_250_20260401","250","JPY","0","0",
"1_49_260_20260401","260","JPY","0","0",
"1_49_270_20260401","270","JPY","0","0",
"1_49_280_20260401","280","JPY","0","0",
"1_49_290_20260401","290","JPY","0","0",
"1_49_300_20260401","300","JPY","0","0",
"1_49_310_20260401","310","JPY","0","0",
"1_49_320_20260401","320","JPY","0","0",
"1_49_330_20260401","330","JPY","0","0",
"1_49_340_20260401","340","JPY","0","0",
"1_49_360_20260401","360","JPY","0","0",
"1_49_370_20260401","370","JPY","0","0",
"1_49_380_20260401","380","JPY","0","0",
"1_49_390_20260401","390","JPY","0","0",
"1_49_400_20260401","400","JPY","0","0",
"1_49_410_20260401","410","JPY","0","0",
"1_49_420_20260401","420","JPY","0","0",
"1_49_430_20260401","430","JPY","0","0",
"1_49_440_20260401","440","JPY","0","0",
"1_49_450_20260401","450","JPY","0","0",
"1_49_460_20260401","460","JPY","0","0",
"1_49_470_20260401","470","JPY","0","0",
"1_49_490_20260401","490","JPY","0","0",
"1_49_500_20260401","500","JPY","0","0",
"1_49_510_20260401","510","JPY","0","0",
"1_49_520_20260401","520","JPY","0","0",
"1_49_530_20260401","530","JPY","0","0",
"1_49_540_20260401","540","JPY","0","0",
"1_49_550_20260401","550","JPY","0","0",
"1_49_570_20260401","570","JPY","0","0",
"1_49_580_20260401","580","JPY","0","0",
"1_62_190_20260401","190","JPY","0","0",
"1_62_210_20260401","210","JPY","0","0",
"1_62_220_20260401","220","JPY","0","0",
"1_62_230_20260401","230","JPY","0","0",
"1_62_250_20260401","250","JPY","0","0",
"1_62_260_20260401","260","JPY","0","0",
"1_62_270_20260401","270","JPY","0","0",
"1_62_280_20260401","280","JPY","0","0",
"1_62_290_20260401","290","JPY","0","0",
"1_62_300_20260401","300","JPY","0","0",
"1_62_310_20260401","310","JPY","0","0",
"1_62_320_20260401","320","JPY","0","0",
"1_62_340_20260401","340","JPY","0","0",
"1_62_380_20260401","380","JPY","0","0",
"1_62_390_20260401","390","JPY","0","0",
"1_62_400_20260401","400","JPY","0","0",
"1_62_410_20260401","410","JPY","0","0",
"1_62_440_20260401","440","JPY","0","0",
"1_62_460_20260401","460","JPY","0","0",
"1_62_480_20260401","480","JPY","0","0",
"1_62_500_20260401","500","JPY","0","0",
"1_64_150_20260401","150","JPY","0","0",
"1_64_160_20260401","160","JPY","0","0",
"1_64_170_20260401","170","JPY","0","0",
"1_64_190_20260401","190","JPY","0","0",
"1_64_200_20260401","200","JPY","0","0",
"1_64_210_20260401","210","JPY","0","0",
"1_64_220_20260401","220","JPY","0","0",
"1_64_230_20260401","230","JPY","0","0",
"1_64_240_20260401","240","JPY","0","0",
"1_64_250_20260401","250","JPY","0","0",
"1_64_260_20260401","260","JPY","0","0",
"1_64_270_20260401","270","JPY","0","0",
"1_64_280_20260401","280","JPY","0","0",
"1_64_290_20260401","290","JPY","0","0",
"1_64_300_20260401","300","JPY","0","0",
"1_64_310_20260401","310","JPY","0","0",
"1_64_320_20260401","320","JPY","0","0",
"1_64_330_20260401","330","JPY","0","0",
"1_64_340_20260401","340","JPY","0","0",
"1_64_350_20260401","350","JPY","0","0",
"1_64_360_20260401","360","JPY","0","0",
"1_64_370_20260401","370","JPY","0","0",
"1_64_380_20260401","380","JPY","0","0",
"1_64_390_20260401","390","JPY","0","0",
"1_64_400_20260401","400","JPY","0","0",
"1_64_410_20260401","410","JPY","0","0",
"1_64_420_20260401","420","JPY","0","0",
"1_64_430_20260401","430","JPY","0","0",
"1_64_440_20260401","440","JPY","0","0",
"1_64_450_20260401","450","JPY","0","0",
"1_64_460_20260401","460","JPY","0","0",
"1_64_470_20260401","470","JPY","0","0",
"1_64_480_20260401","480","JPY","0","0",
"1_64_490_20260401","490","JPY","0","0",
"1_64_500_20260401","500","JPY","0","0",
"1_64_510_20260401","510","JPY","0","0",
"1_64_520_20260401","520","JPY","0","0",
"1_64_530_20260401","530","JPY","0","0",
"1_64_540_20260401","540","JPY","0","0",
"1_64_550_20260401","550","JPY","0","0",
"1_64_570_20260401","570","JPY","0","0",
"1_64_580_20260401","580","JPY","0","0",
"1_64_590_20260401","590","JPY","0","0",
"1_64_600_20260401","600","JPY","0","0",
"1_64_610_20260401","610","JPY","0","0",
"1_64_620_20260401","620","JPY","0","0",
"1_64_630_20260401","630","JPY","0","0",
"1_64_640_20260401","640","JPY","0","0",
"1_64_650_20260401","650","JPY","0","0",
"1_64_660_20260401","660","JPY","0","0",
"1_64_670_20260401","670","JPY","0","0",
"1_64_680_20260401","680","JPY","0","0",
"1_64_690_20260401","690","JPY","0","0",
"1_64_700_20260401","700","JPY","0","0",
"1_64_710_20260401","710","JPY","0","0",
"1_64_720_20260401","720","JPY","0","0",
"1_64_730_20260401","730","JPY","0","0",
"1_64_740_20260401","740","JPY","0","0",
"1_64_750_20260401","750","JPY","0","0",
"1_64_760_20260401","760","JPY","0","0",
"1_64_780_20260401","780","JPY","0","0",
"1_64_790_20260401","790","JPY","0","0",
"1_64_800_20260401","800","JPY","0","0",
"1_64_810_20260401","810","JPY","0","0",
"1_64_820_20260401","820","JPY","0","0",
"1_64_830_20260401","830","JPY","0","0",
"1_64_840_20260401","840","JPY","0","0",
"1_64_850_20260401","850","JPY","0","0",
"1_64_860_20260401","860","JPY","0","0",
"1_64_870_20260401","870","JPY","0","0",
"1_64_880_20260401","880","JPY","0","0",
"1_64_890_20260401","890","JPY","0","0",
"1_64_900_20260401","900","JPY","0","0",
"1_64_910_20260401","910","JPY","0","0",
"1_64_920_20260401","920","JPY","0","0",
"1_64_930_20260401","930","JPY","0","0",
"1_64_940_20260401","940","JPY","0","0",
"1_64_950_20260401","950","JPY","0","0",
"1_64_960_20260401","960","JPY","0","0",
"1_64_970_20260401","970","JPY","0","0",
"1_64_980_20260401","980","JPY","0","0",
"1_64_1000_20260401","1000","JPY","0","0",
"1_64_1010_20260401","1010","JPY","0","0",
"1_64_1020_20260401","1020","JPY","0","0",
"1_64_1030_20260401","1030","JPY","0","0",
"1_64_1040_20260401","1040","JPY","0","0",
"1_64_1050_20260401","1050","JPY","0","0",
"1_64_1060_20260401","1060","JPY","0","0",
"1_64_1070_20260401","1070","JPY","0","0",
"1_64_1090_20260401","1090","JPY","0","0",
"1_64_1100_20260401","1100","JPY","0","0",
"1_64_1130_20260401","1130","JPY","0","0",
"1_64_1170_20260401","1170","JPY","0","0",
"1_67_150_20260401","150","JPY","0","0",
"1_67_160_20260401","160","JPY","0","0",
"1_67_170_20260401","170","JPY","0","0",
"1_67_190_20260401","190","JPY","0","0",
"1_67_200_20260401","200","JPY","0","0",
"1_67_210_20260401","210","JPY","0","0",
"1_67_230_20260401","230","JPY","0","0",
"1_67_240_20260401","240","JPY","0","0",
"1_67_250_20260401","250","JPY","0","0",
"1_67_260_20260401","260","JPY","0","0",
"1_67_270_20260401","270","JPY","0","0",
"1_67_280_20260401","280","JPY","0","0",
"1_67_290_20260401","290","JPY","0","0",
"1_67_300_20260401","300","JPY","0","0",
"1_67_310_20260401","310","JPY","0","0",
"1_67_320_20260401","320","JPY","0","0",
"1_67_330_20260401","330","JPY","0","0",
"1_67_340_20260401","340","JPY","0","0",
"1_67_350_20260401","350","JPY","0","0",
"1_67_360_20260401","360","JPY","0","0",
"1_67_370_20260401","370","JPY","0","0",
"1_67_390_20260401","390","JPY","0","0",
"1_67_400_20260401","400","JPY","0","0",
"1_67_410_20260401","410","JPY","0","0",
"1_67_420_20260401","420","JPY","0","0",
"1_67_430_20260401","430","JPY","0","0",
"1_67_440_20260401","440","JPY","0","0",
"1_67_450_20260401","450","JPY","0","0",
"1_67_460_20260401","460","JPY","0","0",
"1_67_470_20260401","470","JPY","0","0",
"1_67_480_20260401","480","JPY","0","0",
"1_67_490_20260401","490","JPY","0","0",
"1_67_500_20260401","500","JPY","0","0",
"1_67_510_20260401","510","JPY","0","0",
"1_67_530_20260401","530","JPY","0","0",
"1_67_540_20260401","540","JPY","0","0",
"1_67_570_20260401","570","JPY","0","0",
"1_67_590_20260401","590","JPY","0","0",
"1_67_610_20260401","610","JPY","0","0",
"1_67_630_20260401","630","JPY","0","0",
"1_67_660_20260401","660","JPY","0","0",
"1_72_150_20260401","150","JPY","0","0",
"1_72_160_20260401","160","JPY","0","0",
"1_72_170_20260401","170","JPY","0","0",
"1_72_190_20260401","190","JPY","0","0",
"1_72_200_20260401","200","JPY","0","0",
"1_72_230_20260401","230","JPY","0","0",
"1_72_250_20260401","250","JPY","0","0",
"1_72_260_20260401","260","JPY","0","0",
"1_72_300_20260401","300","JPY","0","0",
"1_73_150_20260401","150","JPY","0","0",
"1_73_160_20260401","160","JPY","0","0",
"1_73_170_20260401","170","JPY","0","0",
"1_73_190_20260401","190","JPY","0","0",
"1_73_200_20260401","200","JPY","0","0",
"1_73_220_20260401","220","JPY","0","0",
"1_73_230_20260401","230","JPY","0","0",
"1_73_240_20260401","240","JPY","0","0",
"1_73_250_20260401","250","JPY","0","0",
"1_73_260_20260401","260","JPY","0","0",
"1_73_270_20260401","270","JPY","0","0",
"1_73_290_20260401","290","JPY","0","0",
"1_73_300_20260401","300","JPY","0","0",
"1_73_330_20260401","330","JPY","0","0",
"1_73_340_20260401","340","JPY","0","0",
"1_73_350_20260401","350","JPY","0","0",
"1_73_360_20260401","360","JPY","0","0",
"1_73_370_20260401","370","JPY","0","0",
"1_73_380_20260401","380","JPY","0","0",
"1_73_390_20260401","390","JPY","0","0",
"1_73_400_20260401","400","JPY","0","0",
"1_73_410_20260401","410","JPY","0","0",
"1_73_420_20260401","420","JPY","0","0",
"1_73_430_20260401","430","JPY","0","0",
"1_73_450_20260401","450","JPY","0","0",
"1_73_470_20260401","470","JPY","0","0",
"1_73_480_20260401","480","JPY","0","0",
"1_73_500_20260401","500","JPY","0","0",
"1_79_200_20260401","200","JPY","0","0",
"1_80_150_20260401","150","JPY","0","0",
"1_80_160_20260401","160","JPY","0","0",
"1_80_190_20260401","190","JPY","0","0",
"1_80_210_20260401","210","JPY","0","0",
"1_80_220_20260401","220","JPY","0","0",
"1_80_230_20260401","230","JPY","0","0",
"1_80_240_20260401","240","JPY","0","0",
"1_80_250_20260401","250","JPY","0","0",
"1_80_260_20260401","260","JPY","0","0",
"1_80_270_20260401","270","JPY","0","0",
"1_80_280_20260401","280","JPY","0","0",
"1_80_290_20260401","290","JPY","0","0",
"1_80_300_20260401","300","JPY","0","0",
"1_80_310_20260401","310","JPY","0","0",
"1_80_320_20260401","320","JPY","0","0",
"1_80_330_20260401","330","JPY","0","0",
"1_80_340_20260401","340","JPY","0","0",
"1_80_360_20260401","360","JPY","0","0",
"1_80_370_20260401","370","JPY","0","0",
"1_80_380_20260401","380","JPY","0","0",
"1_80_390_20260401","390","JPY","0","0",
"1_80_400_20260401","400","JPY","0","0",
"1_80_410_20260401","410","JPY","0","0",
"1_80_420_20260401","420","JPY","0","0",
"1_80_430_20260401","430","JPY","0","0",
"1_80_440_20260401","440","JPY","0","0",
"1_80_450_20260401","450","JPY","0","0",
"1_80_460_20260401","460","JPY","0","0",
"1_80_470_20260401","470","JPY","0","0",
"1_80_480_20260401","480","JPY","0","0",
"1_80_490_20260401","490","JPY","0","0",
"1_80_500_20260401","500","JPY","0","0",
"1_80_510_20260401","510","JPY","0","0",
"1_80_520_20260401","520","JPY","0","0",
"1_80_530_20260401","530","JPY","0","0",
"1_80_540_20260401","540","JPY","0","0",
"1_80_550_20260401","550","JPY","0","0",
"1_80_570_20260401","570","JPY","0","0",
"1_80_580_20260401","580","JPY","0","0",
"1_80_590_20260401","590","JPY","0","0",
"1_80_600_20260401","600","JPY","0","0",
"1_80_610_20260401","610","JPY","0","0",
"1_80_620_20260401","620","JPY","0","0",
"1_80_630_20260401","630","JPY","0","0",
"1_80_640_20260401","640","JPY","0","0",
"1_80_650_20260401","650","JPY","0","0",
"1_80_660_20260401","660","JPY","0","0",
"1_80_670_20260401","670","JPY","0","0",
"1_80_680_20260401","680","JPY","0","0",
"1_80_690_20260401","690","JPY","0","0",
"1_80_700_20260401","700","JPY","0","0",
"1_80_710_20260401","710","JPY","0","0",
"1_80_720_20260401","720","JPY","0","0",
"1_80_730_20260401","730","JPY","0","0",
"1_80_740_20260401","740","JPY","0","0",
"1_80_750_20260401","750","JPY","0","0",
"1_80_760_20260401","760","JPY","0","0",
"1_80_780_20260401","780","JPY","0","0",
"1_80_790_20260401","790","JPY","0","0",
"1_80_800_20260401","800","JPY","0","0",
"1_80_810_20260401","810","JPY","0","0",
"1_80_820_20260401","820","JPY","0","0",
"1_80_830_20260401","830","JPY","0","0",
"1_80_840_20260401","840","JPY","0","0",
"1_80_850_20260401","850","JPY","0","0",
"1_80_860_20260401","860","JPY","0","0",
"1_80_870_20260401","870","JPY","0","0",
"1_80_880_20260401","880","JPY","0","0",
"1_80_890_20260401","890","JPY","0","0",
"1_80_900_20260401","900","JPY","0","0",
"1_80_910_20260401","910","JPY","0","0",
"1_80_920_20260401","920","JPY","0","0",
"1_80_930_20260401","930","JPY","0","0",
"1_80_940_20260401","940","JPY","0","0",
"1_80_950_20260401","950","JPY","0","0",
"1_80_960_20260401","960","JPY","0","0",
"1_80_970_20260401","970","JPY","0","0",
"1_80_980_20260401","980","JPY","0","0",
